"","ordinal","species","in6","in5","in4","in3","in2","in1","total","year","site","period","sjy","dd","dd_sum","cdd_sum","cdd_sumfall","DI","per","elev","siteyear","Tmean","cdd_seas","Cdd_siteave","Cdd_july_siteave","species.lab","spsiteyear","doy_adult","gdd_adult"
"2695",223,"Camnula pellucida",32,2,0,0,0,0,34,"1959","B1","initial","B1_223_1959",9.165,9.165,383.211590531066,383.211590531066,5.94117647058824,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Camnula pellucida (LW)","B11959Camnula pellucida",208,284.991684238974
"2696",229,"Camnula pellucida",24,4,0,0,0,0,28,"1959","B1","initial","B1_229_1959",9.165,9.165,406.691595638335,406.691595638335,5.85714285714286,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Camnula pellucida (LW)","B11959Camnula pellucida",208,284.991684238974
"2697",237,"Camnula pellucida",19,0,0,0,0,0,19,"1959","B1","initial","B1_237_1959",2.21739343225837,2.21739343225837,439.151529382411,439.151529382411,6,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Camnula pellucida (LW)","B11959Camnula pellucida",208,284.991684238974
"2698",243,"Camnula pellucida",11,0,0,0,0,0,11,"1959","B1","initial","B1_243_1959",5.23232573030584,5.23232573030584,467.129090452093,467.129090452093,6,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Camnula pellucida (LW)","B11959Camnula pellucida",208,284.991684238974
"2699",250,"Camnula pellucida",44,0,0,0,0,0,44,"1959","B1","initial","B1_250_1959",6.59401942056325,0,467.129090452093,501.25587356909,6,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Camnula pellucida (LW)","B11959Camnula pellucida",208,284.991684238974
"2700",257,"Camnula pellucida",5,0,0,0,0,0,5,"1959","B1","initial","B1_257_1959",5.12567222061338,0,467.129090452093,534.36888883083,6,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Camnula pellucida (LW)","B11959Camnula pellucida",208,284.991684238974
"2704",179,"Camnula pellucida",0,0,0,3,1,0,4,"1960","B1","initial","B1_179_1960",5.36631245663546,5.36631245663546,133.244200708728,133.244200708728,2.75,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2705",182,"Camnula pellucida",0,0,3,0,0,0,3,"1960","B1","initial","B1_182_1960",3.59937350570506,3.59937350570506,151.089086795112,151.089086795112,4,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2706",186,"Camnula pellucida",0,0,0,1,2,0,3,"1960","B1","initial","B1_186_1960",2.07717015398953,2.07717015398953,169.12118283656,169.12118283656,2.33333333333333,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2707",193,"Camnula pellucida",0,1,1,1,4,0,7,"1960","B1","initial","B1_193_1960",2.58619500591523,2.58619500591523,190.331828604637,190.331828604637,2.85714285714286,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2708",200,"Camnula pellucida",0,4,2,3,10,0,19,"1960","B1","initial","B1_200_1960",4.03672373612959,4.03672373612959,219.849240952007,219.849240952007,3,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2710",207,"Camnula pellucida",1,2,3,1,0,0,7,"1960","B1","initial","B1_207_1960",6.965,6.965,273.866920090526,273.866920090526,4.42857142857143,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2711",210,"Camnula pellucida",0,1,2,1,0,0,4,"1960","B1","initial","B1_210_1960",9.465,9.465,304.261920090526,304.261920090526,4,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2712",215,"Camnula pellucida",2,4,1,0,0,0,7,"1960","B1","initial","B1_215_1960",8.665,8.665,338.534492742183,338.534492742183,5.14285714285714,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2713",224,"Camnula pellucida",21,10,0,0,0,0,31,"1960","B1","initial","B1_224_1960",2.84477318607064,2.84477318607064,381.308274569301,381.308274569301,5.67741935483871,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2714",231,"Camnula pellucida",20,1,0,0,0,0,21,"1960","B1","initial","B1_231_1960",2.24327951952822,2.24327951952822,409.38020559125,409.38020559125,5.95238095238095,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2715",237,"Camnula pellucida",21,0,0,0,0,0,21,"1960","B1","initial","B1_237_1960",2.24327951952822,2.24327951952822,442.964976919409,442.964976919409,6,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2716",244,"Camnula pellucida",9,0,0,0,0,0,9,"1960","B1","initial","B1_244_1960",7.665,0,468.923306666612,476.588306666612,6,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2717",258,"Camnula pellucida",8,0,0,0,0,0,8,"1960","B1","initial","B1_258_1960",2.63895451766775,0,468.923306666612,535.788160656334,6,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Camnula pellucida (LW)","B11960Camnula pellucida",224,393.244200708728
"2718",159,"Camnula pellucida",0,0,0,0,4,0,4,"2006","B1","resurvey","B1_159_2006",7.15,7.15,129.886086967917,129.886086967917,2,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,"Camnula pellucida (LW)","B12006Camnula pellucida",204,389.886086967917
"2719",173,"Camnula pellucida",0,0,1,1,1,0,3,"2006","B1","resurvey","B1_173_2006",1.88089469110195,1.88089469110195,208.067044559438,208.067044559438,3,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,"Camnula pellucida (LW)","B12006Camnula pellucida",204,389.886086967917
"2721",188,"Camnula pellucida",1,0,1,1,1,0,4,"2006","B1","resurvey","B1_188_2006",5.49658494336138,5.49658494336138,281.847815793954,281.847815793954,3.75,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,"Camnula pellucida (LW)","B12006Camnula pellucida",204,389.886086967917
"2722",194,"Camnula pellucida",3,1,1,0,0,0,5,"2006","B1","resurvey","B1_194_2006",6.78740846417861,6.78740846417861,304.885880354446,304.885880354446,5.4,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,"Camnula pellucida (LW)","B12006Camnula pellucida",204,389.886086967917
"2723",201,"Camnula pellucida",3,0,1,0,0,0,4,"2006","B1","resurvey","B1_201_2006",7.15,7.15,370.145942267887,370.145942267887,5.5,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,"Camnula pellucida (LW)","B12006Camnula pellucida",204,389.886086967917
"2724",208,"Camnula pellucida",4,0,0,0,0,0,4,"2006","B1","resurvey","B1_208_2006",5.75057389952207,5.75057389952207,415.909743599686,415.909743599686,6,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,"Camnula pellucida (LW)","B12006Camnula pellucida",204,389.886086967917
"2726",223,"Camnula pellucida",4,0,0,0,0,0,4,"2006","B1","resurvey","B1_223_2006",8.535,8.535,523.487107065601,523.487107065601,6,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,"Camnula pellucida (LW)","B12006Camnula pellucida",204,389.886086967917
"2727",230,"Camnula pellucida",4,0,0,0,0,0,4,"2006","B1","resurvey","B1_230_2006",4.10134307540654,4.10134307540654,557.751569258215,557.751569258215,6,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,"Camnula pellucida (LW)","B12006Camnula pellucida",204,389.886086967917
"2728",237,"Camnula pellucida",3,0,0,0,0,0,3,"2006","B1","resurvey","B1_237_2006",3.10576830945385,3.10576830945385,595.349737767702,595.349737767702,6,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,"Camnula pellucida (LW)","B12006Camnula pellucida",204,389.886086967917
"2729",249,"Camnula pellucida",5,0,0,0,0,0,5,"2006","B1","resurvey","B1_249_2006",4.3554164264162,0,617.536246554048,634.049142459922,6,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,"Camnula pellucida (LW)","B12006Camnula pellucida",204,389.886086967917
"2735",197,"Camnula pellucida",3,1,0,0,0,0,4,"2007","B1","resurvey","B1_197_2007",11.1,11.1,342.668428965749,342.668428965749,5.75,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,"Camnula pellucida (LW)","B12007Camnula pellucida",NA,NA
"2738",169,"Camnula pellucida",0,0,1,4,2,0,7,"2008","B1","resurvey","B1_169_2008",5.86880504960971,5.86880504960971,94.6494406393343,94.6494406393343,2.85714285714286,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,"Camnula pellucida (LW)","B12008Camnula pellucida",194,224.649440639334
"2739",176,"Camnula pellucida",0,0,1,2,0,0,3,"2008","B1","resurvey","B1_176_2008",5.50295592490803,5.50295592490803,128.834856608791,128.834856608791,3.33333333333333,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,"Camnula pellucida (LW)","B12008Camnula pellucida",194,224.649440639334
"2740",191,"Camnula pellucida",2,3,0,0,0,0,5,"2008","B1","resurvey","B1_191_2008",5.75057389952207,5.75057389952207,210.863068367796,210.863068367796,5.4,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,"Camnula pellucida (LW)","B12008Camnula pellucida",194,224.649440639334
"2741",198,"Camnula pellucida",5,0,0,0,0,0,5,"2008","B1","resurvey","B1_198_2008",9.95,9.95,269.439555657771,269.439555657771,6,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,"Camnula pellucida (LW)","B12008Camnula pellucida",194,224.649440639334
"2742",207,"Camnula pellucida",7,0,0,0,0,0,7,"2008","B1","resurvey","B1_207_2008",7.49253359225374,7.49253359225374,346.331418812873,346.331418812873,6,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,"Camnula pellucida (LW)","B12008Camnula pellucida",194,224.649440639334
"2743",213,"Camnula pellucida",8,0,1,0,0,0,9,"2008","B1","resurvey","B1_213_2008",11.05,11.05,403.007444497184,403.007444497184,5.77777777777778,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,"Camnula pellucida (LW)","B12008Camnula pellucida",194,224.649440639334
"2744",219,"Camnula pellucida",4,0,0,0,0,0,4,"2008","B1","resurvey","B1_219_2008",6.78740846417861,6.78740846417861,458.727397813922,458.727397813922,6,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,"Camnula pellucida (LW)","B12008Camnula pellucida",194,224.649440639334
"2745",225,"Camnula pellucida",3,0,0,0,0,0,3,"2008","B1","resurvey","B1_225_2008",8.55,8.55,493.405475696457,493.405475696457,6,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,"Camnula pellucida (LW)","B12008Camnula pellucida",194,224.649440639334
"2746",232,"Camnula pellucida",8,0,0,0,0,0,8,"2008","B1","resurvey","B1_232_2008",6.15646346096744,6.15646346096744,515.73681188283,515.73681188283,6,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,"Camnula pellucida (LW)","B12008Camnula pellucida",194,224.649440639334
"2747",242,"Camnula pellucida",8,0,0,0,0,0,8,"2008","B1","resurvey","B1_242_2008",7.37089004764745,7.37089004764745,586.677471636255,586.677471636255,6,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,"Camnula pellucida (LW)","B12008Camnula pellucida",194,224.649440639334
"2748",255,"Camnula pellucida",4,0,0,0,0,0,4,"2008","B1","resurvey","B1_255_2008",0,0,596.627471636255,620.668703773898,6,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,"Camnula pellucida (LW)","B12008Camnula pellucida",194,224.649440639334
"2749",263,"Camnula pellucida",5,0,0,0,0,0,5,"2008","B1","resurvey","B1_263_2008",2.99651128220454,0,596.627471636255,638.190755881928,6,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,"Camnula pellucida (LW)","B12008Camnula pellucida",194,224.649440639334
"2751",164,"Camnula pellucida",0,0,0,2,9,1,12,"2009","B1","resurvey","B1_164_2009",1.88498168906588,1.88498168906588,79.3864477809317,79.3864477809317,2.08333333333333,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,"Camnula pellucida (LW)","B12009Camnula pellucida",184,159.386447780932
"2754",190,"Camnula pellucida",3,0,0,0,0,0,3,"2009","B1","resurvey","B1_190_2009",6.2167734905205,6.2167734905205,189.323110486387,189.323110486387,6,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,"Camnula pellucida (LW)","B12009Camnula pellucida",184,159.386447780932
"2755",196,"Camnula pellucida",2,2,0,0,0,0,4,"2009","B1","resurvey","B1_196_2009",5.98296334652944,5.98296334652944,225.891185106888,225.891185106888,5.5,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,"Camnula pellucida (LW)","B12009Camnula pellucida",184,159.386447780932
"2756",213,"Camnula pellucida",5,0,0,0,0,0,5,"2009","B1","resurvey","B1_213_2009",3.86266328837537,3.86266328837537,299.841316743238,299.841316743238,6,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,"Camnula pellucida (LW)","B12009Camnula pellucida",184,159.386447780932
"2757",220,"Camnula pellucida",5,0,0,0,0,0,5,"2009","B1","resurvey","B1_220_2009",5.07443003645626,5.07443003645626,343.346125048256,343.346125048256,6,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,"Camnula pellucida (LW)","B12009Camnula pellucida",184,159.386447780932
"2758",228,"Camnula pellucida",7,0,0,0,0,0,7,"2009","B1","resurvey","B1_228_2009",3.05322779041171,3.05322779041171,382.16607450914,382.16607450914,6,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,"Camnula pellucida (LW)","B12009Camnula pellucida",184,159.386447780932
"2759",238,"Camnula pellucida",11,0,0,0,0,0,11,"2009","B1","resurvey","B1_238_2009",3.6979739975953,3.6979739975953,429.778933202746,429.778933202746,6,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,"Camnula pellucida (LW)","B12009Camnula pellucida",184,159.386447780932
"2760",258,"Camnula pellucida",3,0,0,0,0,0,3,"2009","B1","resurvey","B1_258_2009",3.38462878893698,0,450.717095208585,510.030536980221,6,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,"Camnula pellucida (LW)","B12009Camnula pellucida",184,159.386447780932
"2762",150,"Camnula pellucida",0,0,0,0,1,8,9,"2010","B1","resurvey","B1_150_2010",0.355375992747082,0.355375992747082,21.2262670459777,21.2262670459777,1.11111111111111,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,"Camnula pellucida (LW)","B12010Camnula pellucida",215,321.226267045978
"2763",155,"Camnula pellucida",0,0,0,0,8,25,33,"2010","B1","resurvey","B1_155_2010",4.37239790764328,4.37239790764328,33.2307188676454,33.2307188676454,1.24242424242424,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,"Camnula pellucida (LW)","B12010Camnula pellucida",215,321.226267045978
"2764",161,"Camnula pellucida",0,0,0,4,21,18,43,"2010","B1","resurvey","B1_161_2010",0.625997731959857,0.625997731959857,61.3713188789881,61.3713188789881,1.67441860465116,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,"Camnula pellucida (LW)","B12010Camnula pellucida",215,321.226267045978
"2765",169,"Camnula pellucida",0,0,4,11,7,9,31,"2010","B1","resurvey","B1_169_2010",4.10009851381827,4.10009851381827,75.76113262867,75.76113262867,2.32258064516129,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,"Camnula pellucida (LW)","B12010Camnula pellucida",215,321.226267045978
"2766",177,"Camnula pellucida",0,0,4,13,17,10,44,"2010","B1","resurvey","B1_177_2010",7.026154785,7.026154785,107.903339425894,107.903339425894,2.25,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,"Camnula pellucida (LW)","B12010Camnula pellucida",215,321.226267045978
"2767",182,"Camnula pellucida",0,1,2,8,4,0,15,"2010","B1","resurvey","B1_182_2010",7.16332467,7.16332467,134.668388180846,134.668388180846,3,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,"Camnula pellucida (LW)","B12010Camnula pellucida",215,321.226267045978
"2768",191,"Camnula pellucida",0,2,6,11,4,2,25,"2010","B1","resurvey","B1_191_2010",3.42225839230816,3.42225839230816,164.821097157889,164.821097157889,3.08,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,"Camnula pellucida (LW)","B12010Camnula pellucida",215,321.226267045978
"2769",196,"Camnula pellucida",0,5,14,3,0,0,22,"2010","B1","resurvey","B1_196_2010",7.74551985,7.74551985,200.382330267611,200.382330267611,4.09090909090909,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,"Camnula pellucida (LW)","B12010Camnula pellucida",215,321.226267045978
"2770",202,"Camnula pellucida",9,8,13,1,0,0,31,"2010","B1","resurvey","B1_202_2010",6.3860889,6.3860889,247.593288602611,247.593288602611,4.80645161290323,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,"Camnula pellucida (LW)","B12010Camnula pellucida",215,321.226267045978
